14.0,10.0,1.49075
40.0,10.0,1.5121646
66.0,10.0,1.7408842
92.0,10.0,1.3719417
118.0,10.0,1.4644367
144.0,10.0,1.624652
170.0,10.0,1.4448706
196.0,10.0,1.4421797
222.0,10.0,1.7621073
248.0,10.0,1.523821
274.0,10.0,1.4635942
300.0,10.0,1.6965503
326.0,10.0,1.5566088
352.0,10.0,1.6868737
378.0,10.0,1.5394461
404.0,10.0,1.50317
430.0,10.0,1.6577731
456.0,10.0,1.5301188
482.0,10.0,1.6250553
508.0,10.0,1.6168666
534.0,10.0,1.5837893
14.0,36.0,1.6507168
40.0,36.0,1.7309912
66.0,36.0,1.570717
92.0,36.0,1.3963035
118.0,36.0,1.4705477
144.0,36.0,2.0480208
170.0,36.0,1.4397659
196.0,36.0,1.7202104
222.0,36.0,1.6225508
248.0,36.0,1.6689717
274.0,36.0,1.8765999
300.0,36.0,1.6315619
326.0,36.0,1.7148966
352.0,36.0,1.6868598
378.0,36.0,1.2061033
404.0,36.0,1.6905324
430.0,36.0,2.3097908
456.0,36.0,1.280929
482.0,36.0,1.7033069
508.0,36.0,1.6044313
534.0,36.0,1.857714
14.0,62.0,1.8007827
40.0,62.0,1.6732658
66.0,62.0,3.5817254
92.0,62.0,2.3294842
118.0,62.0,0.97453016
144.0,62.0,3.4225206
170.0,62.0,4.018859
196.0,62.0,1.240794
222.0,62.0,3.8488586
248.0,62.0,1.4176394
274.0,62.0,1.4017165
300.0,62.0,3.6364183
326.0,62.0,2.8676558
352.0,62.0,3.2023423
378.0,62.0,2.4189024
404.0,62.0,1.239828
430.0,62.0,3.228968
456.0,62.0,4.1747017
482.0,62.0,1.3639842
508.0,62.0,3.6015372
534.0,62.0,1.5951424
14.0,88.0,1.5019299
40.0,88.0,3.3264813
66.0,88.0,2.4750245
92.0,88.0,2.6693895
118.0,88.0,3.7483697
144.0,88.0,2.903142
170.0,88.0,4.1525555
196.0,88.0,4.2731113
222.0,88.0,3.5614934
248.0,88.0,4.0198445
274.0,88.0,3.4082754
300.0,88.0,3.206468
326.0,88.0,4.114331
352.0,88.0,3.9053788
378.0,88.0,4.3440914
404.0,88.0,3.8744693
430.0,88.0,2.8565714
456.0,88.0,4.135351
482.0,88.0,4.286475
508.0,88.0,3.62997
534.0,88.0,3.9500093
14.0,114.0,3.4560056
40.0,114.0,3.5763958
66.0,114.0,4.074234
92.0,114.0,3.928302
118.0,114.0,3.8505101
144.0,114.0,4.2423587
170.0,114.0,2.8733535
196.0,114.0,4.146872
222.0,114.0,4.31206
248.0,114.0,3.3441021
274.0,114.0,4.0132594
300.0,114.0,3.6390047
326.0,114.0,3.3079803
352.0,114.0,3.8496523
378.0,114.0,4.518683
404.0,114.0,3.9058628
430.0,114.0,4.384558
456.0,114.0,3.0679433
482.0,114.0,3.6931655
508.0,114.0,4.3550177
534.0,114.0,3.554507
14.0,140.0,3.9466436
40.0,140.0,3.6179364
66.0,140.0,2.8716977
92.0,140.0,3.9332736
118.0,140.0,4.513283
144.0,140.0,3.937033
170.0,140.0,4.353832
196.0,140.0,3.220495
222.0,140.0,3.403956
248.0,140.0,4.531834
274.0,140.0,3.6191173
300.0,140.0,3.8639529
326.0,140.0,3.7223394
352.0,140.0,3.1821935
378.0,140.0,4.0303335
404.0,140.0,4.2718673
430.0,140.0,3.568052
456.0,140.0,4.513913
482.0,140.0,3.2011764
508.0,140.0,3.4504654
534.0,140.0,4.4309545
14.0,166.0,3.8094878
40.0,166.0,3.9541883
66.0,166.0,3.5957918
92.0,166.0,3.1570883
118.0,166.0,1.1748756
144.0,166.0,0.8154118
170.0,166.0,1.1208955
196.0,166.0,4.6692176
222.0,166.0,3.1863317
248.0,166.0,3.517451
274.0,166.0,4.36053
300.0,166.0,3.639695
326.0,166.0,3.5275376
352.0,166.0,3.6893654
378.0,166.0,3.2005959
404.0,166.0,3.56397
430.0,166.0,4.372237
456.0,166.0,3.2913
482.0,166.0,4.5367875
508.0,166.0,3.1762774
534.0,166.0,3.340836
14.0,192.0,4.24025
40.0,192.0,3.5707138
66.0,192.0,3.5934856
92.0,192.0,3.6957543
118.0,192.0,2.8590877
144.0,192.0,3.4962606
170.0,192.0,4.560664
196.0,192.0,3.4801955
222.0,192.0,4.6266494
248.0,192.0,3.2642846
274.0,192.0,3.0959969
300.0,192.0,4.083985
326.0,192.0,3.7180474
352.0,192.0,3.846528
378.0,192.0,3.840837
404.0,192.0,2.9508972
430.0,192.0,3.3352222
456.0,192.0,4.651511
482.0,192.0,3.4307282
508.0,192.0,4.514486
534.0,192.0,3.42
14.0,218.0,2.9472404
40.0,218.0,3.9798222
66.0,218.0,4.1487274
92.0,218.0,3.231919
118.0,218.0,4.105038
144.0,218.0,2.945943
170.0,218.0,3.0823298
196.0,218.0,4.502435
222.0,218.0,3.7739048
248.0,218.0,4.443115
274.0,218.0,3.5936608
300.0,218.0,2.955382
326.0,218.0,3.9226196
352.0,218.0,4.2465677
378.0,218.0,2.906796
404.0,218.0,4.2940593
430.0,218.0,2.8318608
456.0,218.0,3.3504646
482.0,218.0,4.500789
508.0,218.0,3.804794
534.0,218.0,4.396614
14.0,244.0,3.9496472
40.0,244.0,2.7529032
66.0,244.0,3.9391766
92.0,244.0,4.1141667
118.0,244.0,2.974566
144.0,244.0,4.316184
170.0,244.0,3.1653209
196.0,244.0,2.358661
222.0,244.0,0.97126603
248.0,244.0,1.9175562
274.0,244.0,3.9172328
300.0,244.0,3.743208
326.0,244.0,3.208352
352.0,244.0,3.7118168
378.0,244.0,3.8284326
404.0,244.0,3.3664107
430.0,244.0,4.2352667
456.0,244.0,3.171104
482.0,244.0,3.3973727
508.0,244.0,4.103885
534.0,244.0,3.520859
14.0,270.0,4.36161
40.0,270.0,3.883891
66.0,270.0,2.8715773
92.0,270.0,3.3921077
118.0,270.0,4.1267204
144.0,270.0,3.0746999
170.0,270.0,4.0734224
196.0,270.0,2.9870474
222.0,270.0,3.1132867
248.0,270.0,4.0534945
274.0,270.0,3.594768
300.0,270.0,4.059738
326.0,270.0,3.6495728
352.0,270.0,2.6938136
378.0,270.0,3.800997
404.0,270.0,4.211701
430.0,270.0,3.08049
456.0,270.0,3.76093
482.0,270.0,3.082667
508.0,270.0,2.81145
534.0,270.0,3.8240364
14.0,296.0,3.7760327
